state,rainfall,elevation,population_density,coastal_distance,historical_index,risk_level
MP,58.88,34.03,67.15,71.97,66.97,high
Rajasthan,54.91,20.5,76.7,91.4,63.1,high
Jharkhand,43.63,52.47,55.09,94.81,50.88,medium
West Bengal,56.56,13.65,33.15,0.0,89.6,high
West Bengal,80.88,8.05,65.71,12.09,61.21,critical
UP,40.8,0.0,96.98,79.5,22.27,high
Tamil Nadu,51.07,20.69,47.66,10.31,50.09,high
Jharkhand,33.53,18.51,68.39,100.0,14.31,medium
Tamil Nadu,73.21,31.65,51.74,17.19,28.86,high
Tamil Nadu,26.79,5.76,43.9,21.18,73.3,high
Telangana,43.16,21.59,52.74,78.75,67.34,high
Assam,58.95,0.0,76.75,79.74,13.36,high
Andhra Pradesh,51.62,3.49,88.71,2.21,75.61,critical
Kerala,36.88,14.05,92.08,19.59,35.31,high
Assam,49.61,15.57,74.48,94.3,70.16,high
UP,58.87,26.89,47.99,100.0,31.0,medium
West Bengal,69.11,16.67,43.46,0.51,38.2,high
Tamil Nadu,17.29,0.0,24.36,5.29,37.89,high
Gujarat,43.79,36.57,84.98,20.42,60.4,high
Kerala,46.51,45.55,32.63,0.0,37.1,high
Telangana,23.67,14.57,46.03,50.86,78.04,high
Maharashtra,16.74,52.22,65.11,20.84,61.1,medium
Assam,91.8,11.39,57.14,81.78,100.0,critical
Rajasthan,35.24,0.0,58.32,83.27,85.06,high
Maharashtra,51.9,28.15,54.4,25.51,76.95,high
Gujarat,17.17,15.93,87.29,0.0,100.0,high
UP,67.65,6.68,76.68,100.0,66.65,high
Kerala,57.58,19.22,61.61,14.45,97.25,critical
Tamil Nadu,77.14,5.13,56.74,15.35,25.23,critical
Andhra Pradesh,65.81,31.16,85.74,35.15,61.56,high
Gujarat,28.68,25.47,76.5,18.52,25.23,high
Kerala,58.94,31.34,45.82,0.0,89.64,high
Rajasthan,43.12,37.9,81.16,100.0,64.0,high
Tamil Nadu,21.47,0.0,74.77,0.0,80.3,high
Andhra Pradesh,24.57,30.87,41.49,42.17,48.22,medium
UP,100.0,45.95,55.91,100.0,50.9,high
Assam,41.75,0.0,28.46,75.43,58.61,high
Rajasthan,58.05,6.26,69.78,100.0,71.91,high
Kerala,85.2,53.67,97.84,8.62,39.89,critical
West Bengal,47.58,0.0,59.62,23.55,0.0,high
Jharkhand,96.22,35.43,52.19,78.09,55.94,high
Jharkhand,32.38,35.02,66.6,69.74,55.17,medium
Bihar,64.89,35.41,71.81,84.75,17.6,high
Karnataka,52.53,30.45,100.0,12.85,47.29,critical
Maharashtra,67.98,32.81,39.3,0.0,55.45,high
Odisha,97.46,4.77,61.04,0.0,56.92,critical
Tamil Nadu,65.54,0.0,32.7,0.0,0.0,high
Odisha,21.55,13.85,91.07,2.46,96.87,critical
Rajasthan,92.61,49.25,70.86,73.38,52.98,high
Odisha,1.87,16.84,92.28,32.21,42.64,high
Karnataka,64.72,46.86,48.75,16.02,41.94,high
Tamil Nadu,46.5,19.11,53.92,0.0,52.48,high
Kerala,72.76,30.98,48.53,19.92,54.61,high
Gujarat,29.95,24.83,34.59,0.0,30.84,high
Assam,30.93,15.5,98.17,99.87,65.55,high
Jharkhand,54.24,21.89,32.36,81.81,45.4,medium
Telangana,85.38,46.53,64.24,66.78,78.36,high
UP,18.03,25.62,54.68,71.45,38.06,medium
Bihar,21.9,2.02,83.28,100.0,58.64,high
Rajasthan,48.62,32.33,66.46,83.02,46.95,high
Tamil Nadu,54.55,32.82,80.2,11.64,31.73,high
Karnataka,44.62,43.67,72.71,42.46,78.81,high
Karnataka,35.14,40.47,84.0,4.12,40.83,high
Karnataka,25.79,57.06,54.54,0.0,84.98,high
Gujarat,67.28,6.29,55.18,0.0,40.47,critical
Maharashtra,72.2,2.49,89.83,34.77,64.87,critical
Kerala,74.52,32.43,61.7,1.87,64.1,critical
Odisha,34.52,0.69,59.92,11.7,56.94,high
Rajasthan,65.26,34.87,87.21,100.0,46.83,high
Rajasthan,50.76,23.55,80.14,93.98,4.45,high
Maharashtra,80.86,50.45,50.24,62.39,69.86,high
Gujarat,51.18,12.13,52.93,0.0,64.41,high
Kerala,91.4,11.89,52.73,4.59,13.9,critical
Bihar,57.05,16.3,65.2,100.0,12.55,high
Assam,86.14,21.0,95.27,68.5,48.22,critical
West Bengal,60.2,0.0,86.04,0.0,51.41,critical
Karnataka,62.95,28.01,81.89,15.98,54.74,critical
Rajasthan,100.0,0.73,48.34,100.0,39.23,high
Andhra Pradesh,35.96,23.2,79.37,24.47,47.27,high
MP,16.06,22.66,62.3,100.0,32.04,medium
Gujarat,42.56,13.49,68.55,0.0,78.48,critical
Maharashtra,47.89,36.23,37.51,25.29,100.0,high
Telangana,65.47,20.9,42.99,64.99,54.62,high
Telangana,34.6,11.61,62.34,90.36,53.77,high
Assam,24.81,17.15,28.14,70.9,15.76,medium
Jharkhand,100.0,59.58,54.04,63.0,42.27,high
Odisha,52.88,33.24,69.62,27.65,64.5,high
West Bengal,32.54,1.15,72.12,0.67,66.79,critical
MP,91.36,31.28,18.97,67.92,33.47,high
UP,1.09,0.0,49.52,71.46,30.89,medium
MP,70.37,47.74,77.53,67.08,43.83,high
MP,49.91,41.57,45.75,65.79,67.99,high
Bihar,50.23,17.09,18.83,100.0,70.4,medium
Bihar,8.64,35.58,46.81,89.58,15.99,medium
Assam,65.66,26.93,100.0,47.0,55.1,critical
Telangana,46.94,37.62,41.52,91.97,76.78,medium
MP,0.0,40.49,36.75,95.0,53.72,low
West Bengal,58.11,0.0,81.39,0.0,78.5,critical
Gujarat,36.3,22.88,57.94,0.0,67.45,high
UP,19.73,31.21,79.79,96.02,81.21,medium
Tamil Nadu,41.68,0.0,63.2,0.0,100.0,critical
UP,58.33,0.0,90.43,84.7,55.01,high
West Bengal,24.45,22.76,85.85,0.0,48.28,high
Rajasthan,76.15,29.33,37.31,100.0,66.62,high
Tamil Nadu,33.1,40.89,100.0,0.0,28.62,high
Bihar,0.0,17.54,71.31,79.39,22.44,medium
Telangana,53.87,3.62,60.86,100.0,32.93,high
Jharkhand,82.97,27.37,17.79,62.7,57.68,high
Gujarat,52.68,31.46,69.3,0.0,83.22,critical
Rajasthan,70.4,27.24,58.15,100.0,25.28,high
Andhra Pradesh,54.55,0.0,50.09,0.0,8.67,high
Karnataka,23.56,22.44,65.42,12.19,0.0,high
Jharkhand,84.63,27.27,58.84,74.01,64.55,high
Karnataka,61.3,23.06,91.42,37.78,41.92,high
Kerala,64.31,33.07,50.03,5.38,58.49,high
Jharkhand,100.0,33.46,100.0,78.34,84.4,critical
Karnataka,77.05,48.24,68.31,35.29,58.52,high
Rajasthan,4.75,22.78,85.51,100.0,27.24,medium
Odisha,91.98,0.0,42.98,0.0,50.93,critical
Odisha,55.86,0.0,43.19,3.43,30.31,high
Tamil Nadu,51.99,0.0,77.39,0.0,76.63,critical
Karnataka,41.81,37.03,62.79,45.26,22.99,high
MP,14.42,41.79,55.08,95.19,67.91,medium
Tamil Nadu,27.34,22.77,33.07,0.0,22.19,high
Gujarat,0.0,28.35,53.16,0.0,16.56,medium
Gujarat,32.0,28.31,59.94,0.0,42.11,high
Jharkhand,91.82,37.62,73.0,59.92,68.23,critical
Jharkhand,74.1,9.65,53.13,100.0,67.88,high
MP,30.18,45.81,39.7,87.1,14.96,medium
Jharkhand,68.16,44.31,71.9,70.49,100.0,high
Odisha,57.77,17.52,76.95,13.56,54.13,critical
Bihar,55.13,19.84,97.37,80.83,37.35,high
Kerala,38.03,25.23,48.75,0.0,35.7,high
Odisha,70.83,12.98,50.14,0.0,45.89,critical
UP,47.55,32.18,88.22,92.47,42.62,high
Andhra Pradesh,68.97,27.8,82.9,32.06,45.59,critical
Jharkhand,56.77,36.81,70.27,100.0,31.01,medium
Rajasthan,67.19,30.89,49.64,100.0,46.25,high
Maharashtra,69.74,19.98,66.41,6.77,53.2,critical
Maharashtra,55.41,34.1,55.79,16.89,85.77,high
UP,58.6,31.99,67.52,90.8,0.0,medium
Maharashtra,32.5,46.35,79.52,14.33,74.63,high
Assam,67.22,0.0,70.46,42.31,64.64,critical
Andhra Pradesh,68.58,33.67,46.39,0.0,63.44,high
UP,0.08,13.47,62.74,91.49,86.49,medium
Kerala,80.51,44.07,52.12,7.87,49.69,high
West Bengal,86.46,13.26,81.55,24.04,43.93,critical
Telangana,79.73,0.0,76.12,91.0,86.58,critical
Telangana,41.95,47.33,64.47,98.7,100.0,medium
MP,51.22,28.94,92.96,90.5,76.52,high
Assam,40.18,18.76,67.43,92.57,48.72,high
Maharashtra,56.72,21.9,26.14,5.52,38.88,high
Bihar,53.08,0.0,50.74,100.0,74.25,high
Karnataka,36.64,38.59,60.88,1.62,22.5,high
Maharashtra,70.39,38.67,16.66,0.0,70.34,high
Telangana,34.69,12.9,44.02,100.0,63.45,medium
Rajasthan,68.41,31.21,72.02,90.06,51.32,high
Assam,32.31,0.0,85.4,66.58,57.93,high
Kerala,33.0,22.53,60.69,18.5,88.63,high
Andhra Pradesh,57.4,7.87,75.32,0.0,60.66,critical
Tamil Nadu,67.22,23.3,18.29,0.0,56.56,high
Andhra Pradesh,100.0,26.5,46.87,0.0,40.62,critical
Maharashtra,100.0,19.48,72.34,0.0,68.12,critical
UP,51.96,21.42,93.7,100.0,23.46,high
Telangana,31.43,9.92,36.2,75.74,9.25,medium
Rajasthan,99.23,41.92,75.35,99.88,30.16,high
Kerala,100.0,27.71,62.25,0.0,44.46,critical
Telangana,70.65,16.82,82.79,64.4,77.16,critical
Andhra Pradesh,100.0,0.0,87.27,14.54,49.86,critical
Kerala,32.75,30.45,78.75,38.08,52.2,high
Karnataka,89.31,39.59,61.19,37.28,50.84,high
Kerala,100.0,46.13,82.95,8.27,60.35,critical
UP,35.41,11.02,80.88,83.54,18.41,high
Odisha,63.32,11.12,85.46,0.0,45.69,critical
Andhra Pradesh,81.15,22.74,88.78,0.0,14.96,critical
Andhra Pradesh,49.0,5.72,51.94,7.16,44.44,high
West Bengal,16.61,14.0,42.55,31.11,0.0,medium
Gujarat,56.97,0.45,72.33,30.34,59.47,critical
Kerala,45.75,53.92,47.15,47.46,71.36,medium
Karnataka,87.19,53.84,81.49,47.31,58.47,high
Tamil Nadu,52.07,2.5,72.31,0.0,66.21,critical
Kerala,82.76,38.52,91.12,24.11,0.0,high
Kerala,74.68,38.51,44.75,0.0,65.44,high
Gujarat,41.84,1.19,46.11,0.0,42.96,high
Andhra Pradesh,75.24,17.88,73.01,13.53,24.94,critical
MP,31.64,56.08,63.07,100.0,21.95,medium
Bihar,54.73,0.0,42.62,37.82,16.44,high
UP,69.48,38.37,55.89,82.49,4.59,high
Jharkhand,34.14,41.94,63.29,85.98,61.28,medium
West Bengal,30.63,0.0,71.63,19.96,44.99,high
West Bengal,80.58,1.96,83.21,0.0,77.79,critical
Bihar,22.75,1.5,100.0,67.9,50.98,high
Jharkhand,69.2,30.78,78.31,84.41,52.15,high
Maharashtra,74.57,38.66,62.61,14.79,20.37,high
Andhra Pradesh,60.39,15.66,72.75,0.0,0.0,high
West Bengal,69.3,10.36,79.16,9.68,37.1,critical
Gujarat,40.36,26.29,72.21,25.95,64.15,high
Karnataka,75.95,29.8,80.33,29.36,18.17,high
Maharashtra,0.0,13.93,51.11,0.0,64.91,high
UP,19.16,11.01,65.43,100.0,64.08,medium
Jharkhand,27.46,31.72,76.07,85.96,59.52,medium
West Bengal,25.16,0.0,59.91,9.37,45.85,high
Odisha,48.36,5.17,37.23,31.32,81.35,high
Rajasthan,52.8,34.98,90.32,90.04,19.55,high
MP,68.7,40.98,51.49,65.68,43.42,high
Karnataka,35.84,30.56,90.9,19.37,32.06,high
Maharashtra,41.67,39.48,68.89,0.0,100.0,high
Bihar,100.0,3.77,36.22,96.13,63.53,high
Kerala,58.88,27.66,29.32,31.51,70.98,high
Gujarat,51.74,25.06,76.94,79.52,37.47,high
UP,83.79,27.56,57.66,100.0,26.28,high
Tamil Nadu,30.11,20.71,53.15,4.91,16.27,high
Rajasthan,43.81,29.22,38.08,76.38,32.23,medium
West Bengal,56.55,11.25,50.38,0.0,5.83,high
Jharkhand,69.58,38.3,94.73,96.45,34.02,high
Karnataka,71.81,36.62,54.32,38.44,56.92,high
Assam,33.74,0.0,15.99,99.43,51.03,medium
Kerala,100.0,48.53,87.69,4.14,100.0,critical
Bihar,54.88,0.0,91.12,97.58,16.84,high
West Bengal,43.68,20.94,63.36,32.87,66.92,high
Kerala,57.18,41.55,81.22,6.8,43.41,high
Karnataka,100.0,34.09,83.39,0.0,55.83,critical
Telangana,21.83,27.41,29.63,100.0,48.57,medium
Rajasthan,81.56,23.41,77.7,100.0,53.85,high
Rajasthan,26.47,29.61,85.71,100.0,33.72,medium
MP,99.49,45.31,46.37,98.61,0.0,high
Odisha,66.73,0.0,75.37,8.04,19.54,critical
Maharashtra,70.25,23.02,57.29,0.0,51.19,critical
Rajasthan,78.73,41.38,66.01,44.64,66.97,high
Jharkhand,56.79,38.53,74.92,63.42,41.34,high
West Bengal,77.47,0.0,95.14,23.63,40.54,critical
Tamil Nadu,81.99,50.3,69.04,12.63,14.01,high
Bihar,70.41,25.02,43.81,64.32,64.9,high
West Bengal,31.14,22.97,48.2,0.0,92.29,high
Maharashtra,71.04,15.81,47.1,3.81,67.75,critical
Rajasthan,22.74,43.23,77.14,100.0,84.03,medium
Maharashtra,9.86,41.18,79.5,13.11,87.16,high
Bihar,60.48,0.0,60.11,88.99,90.41,high
Gujarat,100.0,0.0,71.92,0.0,54.06,critical
MP,33.54,48.18,56.51,100.0,18.9,medium
Jharkhand,74.1,35.45,78.83,76.45,75.38,high
UP,72.38,29.1,64.06,100.0,79.54,high
Kerala,73.65,58.41,69.39,0.0,83.37,high
UP,35.24,21.07,72.04,74.82,41.12,high
Andhra Pradesh,73.95,0.04,88.76,23.84,12.59,critical
Odisha,91.02,12.24,73.29,36.95,51.3,critical
Kerala,37.39,28.26,48.51,24.39,38.35,high
MP,68.7,38.89,48.43,100.0,35.28,medium
West Bengal,11.07,2.66,62.72,13.94,64.44,high
MP,49.35,42.11,40.18,70.58,100.0,high
Odisha,37.57,14.28,57.91,0.0,65.04,high
Telangana,63.04,15.93,89.98,75.16,38.14,high
Gujarat,50.3,18.69,90.68,8.81,25.53,high
Jharkhand,38.38,46.86,60.22,41.14,36.79,medium
Bihar,50.43,21.78,49.51,99.2,79.87,high
Odisha,63.91,7.31,64.84,2.37,31.47,critical
Assam,72.49,19.87,45.8,42.93,19.78,high
Jharkhand,71.72,19.7,98.57,73.29,91.47,critical
Odisha,31.07,0.0,18.98,23.07,48.66,high
Andhra Pradesh,58.93,17.35,95.87,0.0,64.91,critical
Bihar,65.03,6.86,47.66,100.0,71.48,high
MP,55.28,46.34,60.7,90.14,71.0,high
Tamil Nadu,12.3,21.98,73.87,0.0,53.52,high
Tamil Nadu,48.93,30.9,54.45,30.09,16.02,high
Tamil Nadu,36.63,0.0,76.25,12.38,31.03,high
UP,46.24,25.32,100.0,88.06,64.45,high
Odisha,34.42,6.26,100.0,0.0,97.48,critical
Rajasthan,68.16,3.34,26.07,72.97,39.81,high
Odisha,60.87,2.0,93.09,0.0,60.53,critical
Bihar,52.85,27.98,52.07,100.0,46.6,medium
MP,63.22,45.47,61.65,51.94,72.56,high
Jharkhand,52.93,26.27,8.03,81.4,4.55,medium
Bihar,40.72,9.43,33.14,100.0,44.87,medium
Odisha,68.19,0.0,52.52,40.61,64.2,critical
Maharashtra,58.74,38.98,47.67,19.31,92.5,high
Karnataka,66.85,40.25,62.39,27.13,33.28,high
Rajasthan,10.61,7.97,54.33,97.39,84.55,medium
Kerala,52.44,46.51,55.47,0.0,100.0,high
West Bengal,77.53,9.72,61.87,0.0,87.02,critical
MP,100.0,41.96,70.09,84.01,21.87,high
Andhra Pradesh,99.17,50.15,59.69,7.57,24.85,critical
Maharashtra,56.99,45.18,55.82,13.75,58.33,high
Maharashtra,71.98,59.1,79.28,1.92,75.15,high
Odisha,56.22,2.76,69.8,0.0,44.36,critical
West Bengal,100.0,20.2,16.95,35.28,27.03,high
MP,71.44,34.52,38.28,100.0,62.51,high
Jharkhand,37.27,47.57,87.72,99.48,23.63,medium
Jharkhand,67.34,27.46,72.71,78.79,54.9,high
UP,77.29,0.61,81.13,91.33,64.49,critical
MP,35.87,39.51,29.27,100.0,1.26,medium
Karnataka,66.11,44.37,72.2,13.91,14.05,high
Gujarat,82.36,30.18,48.84,41.42,68.04,high
Maharashtra,57.85,33.47,37.47,3.32,96.14,high
MP,58.56,42.84,77.34,100.0,63.89,high
Karnataka,54.39,32.06,75.67,25.91,65.81,high
Andhra Pradesh,55.25,0.15,69.07,0.0,19.25,critical
Kerala,100.0,29.83,54.68,0.0,27.93,critical
MP,28.32,31.01,71.75,100.0,47.84,medium
Tamil Nadu,10.4,0.0,54.74,25.65,47.47,high
Gujarat,65.66,4.58,71.13,0.0,59.01,critical
Assam,100.0,17.43,63.09,80.2,56.4,critical
Odisha,37.66,43.5,71.78,26.74,35.22,high
Tamil Nadu,52.31,16.72,47.45,0.0,37.72,high
Odisha,21.86,0.0,77.92,35.86,8.35,high
Kerala,65.87,53.34,79.48,1.88,88.42,critical
Bihar,64.58,30.24,54.06,100.0,50.1,high
Telangana,66.45,2.75,31.0,50.21,78.71,high
MP,90.54,28.81,61.79,83.42,42.14,high
Karnataka,46.47,27.06,100.0,39.91,42.4,high
Maharashtra,58.25,20.54,57.15,0.0,48.4,high
Andhra Pradesh,83.46,0.0,56.18,8.79,55.26,critical
West Bengal,40.54,3.78,68.82,0.94,8.99,high
Kerala,68.09,26.95,44.65,4.28,28.28,high
Kerala,67.95,20.84,69.87,60.45,39.0,high
Karnataka,44.28,6.3,78.9,2.28,47.38,critical
Odisha,71.92,0.0,64.33,20.74,60.89,critical
Rajasthan,2.46,30.13,51.79,55.98,36.4,medium
Tamil Nadu,61.23,14.96,49.57,0.0,62.43,critical
Tamil Nadu,70.08,14.81,70.06,30.74,61.01,critical
Telangana,36.62,23.38,64.42,88.85,32.45,medium
Maharashtra,58.94,38.17,80.01,0.0,54.43,high
Andhra Pradesh,80.1,0.0,100.0,11.81,62.11,critical
Kerala,70.8,33.01,63.99,12.26,37.18,high
Gujarat,60.51,16.15,77.72,0.0,11.59,critical
West Bengal,38.02,0.0,40.31,21.3,70.45,high
West Bengal,77.95,23.04,73.84,10.32,1.9,critical
Tamil Nadu,45.89,4.27,65.54,0.0,41.79,high
Bihar,29.78,7.14,48.93,67.14,75.46,high
Telangana,56.89,57.28,60.25,91.03,92.34,high
Karnataka,58.26,31.38,60.71,30.25,46.79,high
Jharkhand,85.79,42.68,63.54,91.32,67.2,high
UP,44.59,3.62,72.69,65.08,0.0,high
Maharashtra,15.95,35.88,87.75,19.58,37.92,high
UP,74.1,43.99,89.15,100.0,36.5,high
Kerala,37.64,53.12,68.96,1.0,82.39,high
West Bengal,82.24,15.38,80.06,7.39,51.64,critical
Bihar,44.86,17.98,60.46,32.45,47.73,high
Tamil Nadu,37.45,0.0,48.45,15.38,9.64,high
Tamil Nadu,33.8,31.17,71.3,0.0,69.5,high
Karnataka,77.8,50.42,26.67,0.0,60.49,high
Odisha,76.28,0.0,41.42,0.0,33.61,critical
Jharkhand,45.8,33.56,84.53,98.07,50.44,high
Jharkhand,49.76,28.94,39.19,79.54,46.86,medium
West Bengal,29.78,7.56,39.91,13.86,51.17,high
Andhra Pradesh,73.0,18.78,85.88,29.23,33.5,critical
Telangana,79.08,0.0,86.4,88.94,100.0,critical
West Bengal,24.67,0.0,52.15,2.55,48.76,high
West Bengal,42.84,21.84,70.13,24.64,82.98,high
Jharkhand,43.29,30.89,53.8,53.5,13.43,medium
West Bengal,64.75,8.62,55.43,0.0,33.84,critical
Andhra Pradesh,44.8,51.42,63.09,18.92,54.22,high
MP,19.87,30.87,97.96,86.84,62.16,high
Maharashtra,50.74,41.52,96.64,8.78,36.66,high
UP,31.23,0.0,62.53,92.34,22.01,high
UP,72.23,29.58,48.11,94.04,100.0,high
Jharkhand,33.66,28.18,78.07,70.38,100.0,high
Andhra Pradesh,80.63,31.25,85.19,0.0,26.99,critical
Andhra Pradesh,100.0,45.62,68.49,7.91,86.29,critical
UP,63.41,20.49,64.1,54.44,54.91,high
Jharkhand,62.71,15.26,81.44,71.44,80.72,high
Jharkhand,51.15,1.02,53.57,98.11,14.04,high
Telangana,72.4,25.06,55.35,100.0,63.73,high
Maharashtra,44.72,33.24,81.48,15.54,78.57,high
UP,75.1,37.9,100.0,53.19,6.23,high
Andhra Pradesh,60.72,45.27,41.78,26.36,38.21,high
Andhra Pradesh,45.35,32.2,54.99,0.0,63.4,high
Kerala,48.19,37.43,68.99,41.25,59.85,high
Jharkhand,39.88,43.56,57.81,89.47,51.0,medium
Andhra Pradesh,68.64,47.05,76.44,29.29,34.48,high
West Bengal,36.99,4.06,69.64,22.1,43.89,high
Kerala,64.03,34.66,63.56,0.0,3.44,high
Kerala,77.2,22.84,57.68,28.09,60.62,critical
Rajasthan,37.47,7.32,58.22,82.89,51.21,high
Kerala,33.75,43.84,68.35,43.87,10.61,medium
Rajasthan,43.1,27.32,79.14,85.19,10.25,high
Andhra Pradesh,72.98,4.31,36.78,9.59,83.99,critical
Tamil Nadu,71.17,0.0,57.98,12.52,42.71,critical
Assam,47.8,17.18,100.0,69.36,52.09,high
Kerala,77.41,56.77,46.74,0.0,71.1,high
UP,32.18,22.27,49.73,93.81,28.6,medium
Gujarat,72.24,17.36,85.25,0.0,22.86,critical
Odisha,26.48,8.71,38.65,16.26,85.89,high
Bihar,73.3,16.85,70.43,85.19,53.64,high
Karnataka,45.21,58.67,76.16,0.0,66.94,high
UP,3.02,28.51,100.0,41.39,14.32,medium
Tamil Nadu,59.18,0.0,64.75,36.15,26.1,high
Gujarat,0.69,21.48,72.18,6.38,87.33,high
Tamil Nadu,53.8,15.74,34.25,10.15,69.99,high
Assam,39.05,0.0,69.38,61.92,42.32,high
UP,83.04,20.26,83.79,90.63,64.97,high
MP,0.0,71.29,69.04,59.15,75.83,medium
MP,92.34,67.9,78.26,100.0,24.81,high
Jharkhand,67.7,72.57,49.04,77.67,24.19,medium
Odisha,30.68,14.36,100.0,14.99,50.17,high
Karnataka,63.54,35.93,57.43,21.81,37.49,high
Gujarat,34.29,35.31,83.28,12.94,56.78,high
Telangana,93.93,13.41,60.35,57.29,81.93,critical
Jharkhand,42.44,49.06,61.78,85.3,100.0,high
Karnataka,61.56,54.74,62.97,0.0,4.57,high
Gujarat,3.0,21.07,79.23,0.0,60.4,high
Rajasthan,70.67,26.31,53.27,76.89,96.26,high
Kerala,66.77,44.65,64.72,0.0,64.5,high
Assam,30.64,0.47,45.53,87.99,38.38,medium
Maharashtra,25.26,36.82,72.74,1.47,41.44,high
Rajasthan,60.52,9.51,50.78,88.22,71.65,high
Odisha,83.46,22.79,45.57,39.82,25.33,high
Rajasthan,48.75,24.69,68.17,100.0,73.07,high
Maharashtra,68.57,50.8,53.23,0.0,48.03,high
Andhra Pradesh,42.3,0.0,60.98,0.0,97.56,critical
Tamil Nadu,40.84,0.0,79.41,38.95,51.48,high
Andhra Pradesh,89.48,5.5,52.75,42.4,60.31,critical
West Bengal,57.11,34.0,60.65,25.93,53.8,high
Andhra Pradesh,78.16,12.58,74.85,20.06,72.4,critical
West Bengal,30.26,4.66,65.27,1.37,60.16,high
Gujarat,27.07,25.97,67.54,0.0,88.96,high
Jharkhand,46.36,42.08,70.65,50.72,4.17,high
UP,37.84,28.8,81.48,99.78,45.78,high
Bihar,0.0,18.77,79.94,81.67,40.71,medium
Andhra Pradesh,60.22,6.6,89.41,20.69,55.0,critical
MP,62.6,33.62,59.98,88.71,0.8,medium
Gujarat,30.72,31.75,63.29,5.66,17.11,high
Rajasthan,22.87,8.26,61.25,81.35,23.07,medium
Tamil Nadu,100.0,10.43,51.05,6.12,45.65,critical
Bihar,54.32,52.72,58.3,83.14,74.22,medium
MP,46.05,58.85,75.58,85.73,30.84,medium
West Bengal,48.64,17.74,39.26,15.85,79.33,high
Rajasthan,56.04,8.88,79.74,100.0,66.68,high
Assam,43.67,20.23,44.98,46.14,60.26,high
Odisha,62.7,16.22,40.41,7.88,36.91,high
Odisha,83.53,37.77,57.98,5.93,36.92,critical
Andhra Pradesh,49.73,38.59,53.4,0.0,77.33,high
Andhra Pradesh,40.58,40.21,35.53,14.51,43.89,high
Kerala,52.71,73.3,81.78,25.06,35.66,high
Odisha,33.84,14.86,59.08,20.24,89.41,high
Kerala,43.89,37.96,82.58,7.46,77.24,high
Telangana,78.4,34.39,51.87,95.81,62.68,high
Rajasthan,43.32,22.71,36.07,100.0,54.03,medium
Gujarat,12.78,29.66,80.8,0.0,43.35,high
Bihar,96.11,0.0,30.15,84.07,76.41,high
Gujarat,28.96,12.31,67.33,6.25,0.51,high
Andhra Pradesh,65.07,19.56,54.53,0.0,15.8,high
Gujarat,87.48,24.95,89.29,0.0,90.7,critical
MP,42.96,51.68,73.56,100.0,65.96,medium
Rajasthan,25.04,14.72,57.2,99.19,62.53,medium
Bihar,59.86,36.71,50.42,49.77,63.13,high
Telangana,100.0,24.21,49.79,45.89,33.46,critical
Tamil Nadu,64.65,36.46,45.02,1.36,57.96,high
Andhra Pradesh,33.47,7.89,91.28,11.47,33.36,high
Rajasthan,58.24,15.39,68.38,70.03,89.44,high
Karnataka,43.84,34.2,91.63,44.33,27.83,high
Karnataka,81.39,35.66,50.93,35.87,74.53,high
Kerala,52.29,47.12,45.5,17.49,54.18,high
Jharkhand,64.29,9.07,59.53,91.32,47.48,high
Maharashtra,19.53,20.84,47.25,0.0,72.93,high
Telangana,57.57,5.83,92.37,75.92,52.59,high
Bihar,26.29,0.0,60.64,88.59,77.56,high
Maharashtra,15.93,35.65,70.08,0.0,66.22,high
Assam,34.24,0.0,96.96,100.0,100.0,high
MP,44.17,55.58,37.72,72.06,44.42,medium
Maharashtra,23.46,51.71,49.64,0.0,44.14,medium
Odisha,98.63,11.1,96.31,11.54,96.63,critical
Gujarat,62.89,12.09,57.97,0.0,76.41,critical
Bihar,58.97,0.0,93.74,90.24,60.18,high
Gujarat,35.18,11.17,45.96,13.71,71.2,high
Jharkhand,45.91,39.35,75.56,100.0,0.0,medium
Kerala,53.75,26.89,32.93,0.0,43.36,high
Kerala,83.81,61.68,80.76,29.57,49.77,high
Karnataka,3.05,53.22,88.43,7.93,57.77,medium
West Bengal,62.26,15.65,78.4,0.0,47.42,critical
Bihar,43.5,0.0,40.44,70.36,53.78,high
Andhra Pradesh,46.62,20.0,94.96,29.74,62.91,high
UP,100.0,9.21,65.58,84.08,68.61,critical
Bihar,68.66,39.32,43.1,100.0,39.48,medium
UP,90.51,7.66,92.27,64.06,90.78,critical
Jharkhand,83.31,26.81,71.87,56.84,62.22,critical
Andhra Pradesh,0.0,21.77,40.3,23.3,56.24,medium
West Bengal,86.92,0.0,74.04,6.83,36.52,critical
Andhra Pradesh,36.01,18.32,74.51,24.14,100.0,high
MP,90.32,45.92,67.09,75.96,79.86,high
Gujarat,8.94,13.71,40.84,0.0,45.99,high
Tamil Nadu,55.9,4.81,54.75,18.83,45.49,high
Maharashtra,36.22,43.51,32.44,0.0,71.27,high
Assam,37.66,11.32,52.83,75.66,66.63,high
Jharkhand,24.4,54.03,77.49,80.4,40.78,medium
Rajasthan,48.13,17.37,99.49,100.0,69.0,high
Bihar,100.0,7.74,68.64,100.0,42.2,critical
Andhra Pradesh,67.37,15.54,98.55,16.19,73.29,critical
Assam,49.49,8.62,60.78,87.54,24.72,high
Bihar,66.92,13.93,77.96,85.12,42.49,high
Bihar,34.38,31.04,81.81,71.55,47.39,high
Jharkhand,54.91,22.62,55.66,86.58,60.77,high
